統計年月,區域別,村里,出生數,出生數-男,出生數-女,死亡數,死亡數-男,死亡數-女,結婚對數,離婚對數
10304,臺北市內湖區,金龍里,2,1,1,1,1,0,4,1
10304,臺北市內湖區,麗山里,5,3,2,2,1,1,8,0
10304,臺北市士林區,三玉里,9,3,6,2,1,1,2,2
10304,臺北市士林區,仁勇里,3,1,2,2,2,0,0,1
10304,臺北市士林區,公館里,1,0,1,0,0,0,3,0
10304,臺北市士林區,前港里,2,1,1,3,1,2,0,1
10304,臺北市士林區,名山里,4,0,4,5,2,3,3,2
10304,臺北市士林區,天和里,8,2,6,3,1,2,3,1
10304,臺北市士林區,天壽里,2,1,1,4,2,2,1,0
10304,臺北市士林區,天山里,6,3,3,0,0,0,2,2
10304,臺北市士林區,天母里,4,1,3,3,2,1,3,2
10304,臺北市士林區,天玉里,7,3,4,11,9,2,3,0
10304,臺北市士林區,天祿里,5,4,1,2,2,0,1,0
10304,臺北市士林區,天福里,6,4,2,2,0,2,4,0
10304,臺北市士林區,富光里,6,2,4,2,2,0,4,0
10304,臺北市士林區,富洲里,9,6,3,3,3,0,2,1
10304,臺北市士林區,岩山里,3,1,2,2,0,2,3,1
10304,臺北市士林區,平等里,1,1,0,1,1,0,0,0
10304,臺北市士林區,後港里,8,6,2,6,3,3,2,3
10304,臺北市士林區,德華里,9,5,4,1,1,0,5,2
10304,臺北市士林區,德行里,8,4,4,1,1,0,2,1
10304,臺北市士林區,忠誠里,7,4,3,4,3,1,2,3
10304,臺北市士林區,承德里,9,3,6,5,3,2,0,1
10304,臺北市士林區,新安里,1,0,1,4,4,0,0,0
10304,臺北市士林區,明勝里,5,3,2,2,2,0,2,2
10304,臺北市士林區,東山里,4,1,3,0,0,0,2,0
10304,臺北市士林區,永倫里,9,3,6,7,6,1,5,1
10304,臺北市士林區,永福里,1,1,0,1,0,1,0,0
10304,臺北市士林區,溪山里,0,0,0,1,1,0,1,0
10304,臺北市士林區,百齡里,12,7,5,4,4,0,1,0
10304,臺北市士林區,社園里,13,7,6,4,3,1,4,0
10304,臺北市士林區,社子里,6,2,4,8,4,4,3,1
10304,臺北市士林區,社新里,12,8,4,12,8,4,4,2
10304,臺北市士林區,福中里,5,5,0,1,0,1,2,4
10304,臺北市士林區,福佳里,11,6,5,3,3,0,5,2
10304,臺北市士林區,福安里,5,3,2,4,3,1,2,4
10304,臺北市士林區,福德里,3,3,0,4,2,2,1,3
10304,臺北市士林區,福志里,2,1,1,1,1,0,5,1
10304,臺北市士林區,福林里,3,0,3,3,1,2,1,0
10304,臺北市士林區,福華里,7,2,5,4,1,3,2,2
10304,臺北市士林區,福順里,5,1,4,5,1,4,3,0
10304,臺北市士林區,義信里,2,1,1,2,0,2,3,0
10304,臺北市士林區,翠山里,2,1,1,4,2,2,2,0
10304,臺北市士林區,聖山里,5,3,2,4,0,4,5,0
10304,臺北市士林區,臨溪里,2,1,1,0,0,0,2,3
10304,臺北市士林區,舊佳里,9,8,1,2,1,1,2,0
10304,臺北市士林區,芝山里,4,0,4,2,1,1,6,0
10304,臺北市士林區,菁山里,0,0,0,0,0,0,1,0
10304,臺北市士林區,葫東里,3,2,1,2,1,1,1,3
10304,臺北市士林區,葫蘆里,8,5,3,9,6,3,2,1
10304,臺北市士林區,蘭興里,6,3,3,4,3,1,5,1
10304,臺北市士林區,蘭雅里,6,2,4,2,2,0,5,0
10304,臺北市士林區,陽明里,2,0,2,3,2,1,1,1
10304,臺北市北投區,一德里,4,3,1,4,3,1,2,1
10304,臺北市北投區,中和里,5,4,1,2,1,1,3,2
10304,臺北市北投區,中央里,6,3,3,10,5,5,5,3
10304,臺北市北投區,中庸里,4,2,2,4,3,1,0,0
10304,臺北市北投區,中心里,6,4,2,7,6,1,5,1
10304,臺北市北投區,八仙里,5,3,2,3,1,2,6,0
10304,臺北市北投區,吉利里,6,4,2,5,0,5,2,4
10304,臺北市北投區,吉慶里,3,2,1,3,1,2,1,1
10304,臺北市北投區,大同里,6,3,3,3,0,3,3,1
10304,臺北市北投區,大屯里,1,1,0,1,0,1,2,0
10304,臺北市北投區,奇岩里,7,2,5,4,1,3,4,2
10304,臺北市北投區,尊賢里,4,1,3,0,0,0,2,1
10304,臺北市北投區,建民里,2,2,0,6,3,3,1,1
10304,臺北市北投區,振華里,7,2,5,2,1,1,1,1
10304,臺北市北投區,文化里,3,0,3,2,1,1,1,1
10304,臺北市北投區,文林里,1,1,0,2,1,1,6,2
10304,臺北市北投區,智仁里,5,2,3,3,1,2,3,2
10304,臺北市北投區,東華里,1,0,1,4,1,3,3,1
10304,臺北市北投區,林泉里,0,0,0,4,2,2,1,1
10304,臺北市北投區,桃源里,4,1,3,3,2,1,2,1
10304,臺北市北投區,榮光里,9,4,5,4,3,1,1,1
10304,臺北市北投區,榮華里,10,8,2,7,5,2,4,3
10304,臺北市北投區,永和里,9,5,4,3,3,0,2,4
10304,臺北市北投區,永明里,3,1,2,1,1,0,4,0
10304,臺北市北投區,永欣里,5,2,3,5,1,4,1,0
10304,臺北市北投區,泉源里,0,0,0,3,0,3,1,1
10304,臺北市北投區,洲美里,1,1,0,1,1,0,0,0
10304,臺北市北投區,清江里,7,2,5,10,5,5,5,1
10304,臺北市北投區,湖山里,3,1,2,0,0,0,2,0
10304,臺北市北投區,湖田里,2,0,2,1,1,0,0,0
10304,臺北市北投區,溫泉里,4,3,1,4,3,1,2,1
10304,臺北市北投區,石牌里,5,4,1,1,1,0,1,1
10304,臺北市北投區,福興里,6,5,1,3,3,0,4,1
10304,臺北市北投區,秀山里,2,2,0,1,1,0,1,0
10304,臺北市北投區,稻香里,5,2,3,4,1,3,1,0
10304,臺北市北投區,立賢里,9,5,4,3,0,3,2,1
10304,臺北市北投區,立農里,9,4,5,4,2,2,3,1
10304,臺北市北投區,裕民里,10,6,4,3,0,3,2,1
10304,臺北市北投區,豐年里,7,6,1,3,1,2,1,2
10304,臺北市北投區,長安里,5,2,3,2,1,1,3,0
10304,臺北市北投區,開明里,5,3,2,3,2,1,4,2
10304,臺北市北投區,關渡里,5,1,4,8,4,4,4,1
10304,高雄市鹽埕區,中原里,0,0,0,1,0,1,0,0
10304,高雄市鹽埕區,中山里,1,0,1,3,2,1,0,0
10304,高雄市鹽埕區,光明里,1,1,0,1,1,0,0,1
10304,高雄市鹽埕區,南端里,1,1,0,2,1,1,0,0
10304,高雄市鹽埕區,博愛里,0,0,0,2,2,0,0,0
10304,高雄市鹽埕區,壽星里,0,0,0,1,0,1,1,0
10304,高雄市鹽埕區,府北里,1,1,0,2,1,1,1,0
10304,高雄市鹽埕區,慈愛里,0,0,0,1,0,1,0,0
10304,高雄市鹽埕區,教仁里,1,0,1,1,1,0,1,1
10304,高雄市鹽埕區,新化里,0,0,0,0,0,0,0,1
10304,高雄市鹽埕區,新樂里,0,0,0,0,0,0,0,0
10304,高雄市鹽埕區,新豐里,0,0,0,0,0,0,0,0
10304,高雄市鹽埕區,江南里,1,1,0,0,0,0,0,0
10304,高雄市鹽埕區,江西里,2,0,2,1,0,1,0,0
10304,高雄市鹽埕區,沙地里,0,0,0,0,0,0,0,0
10304,高雄市鹽埕區,河濱里,0,0,0,2,1,1,0,0
10304,高雄市鹽埕區,港都里,2,1,1,1,0,1,0,0
10304,高雄市鹽埕區,瀨南里,0,0,0,0,0,0,0,0
10304,高雄市鹽埕區,育仁里,0,0,0,0,0,0,0,0
10304,高雄市鹽埕區,藍橋里,0,0,0,1,1,0,1,0
10304,高雄市鹽埕區,陸橋里,0,0,0,0,0,0,0,0
10304,高雄市鼓山區,光化里,3,1,2,0,0,0,2,0
10304,高雄市鼓山區,光榮里,4,1,3,1,0,1,2,1
10304,高雄市鼓山區,內惟里,0,0,0,1,1,0,0,0
10304,高雄市鼓山區,前峰里,5,1,4,4,1,3,4,1
10304,高雄市鼓山區,厚生里,3,1,2,2,2,0,1,2
10304,高雄市鼓山區,哨船頭里,0,0,0,1,0,1,0,0
10304,高雄市鼓山區,壽山里,1,1,0,1,1,0,0,0
10304,高雄市鼓山區,寶樹里,0,0,0,0,0,0,0,0
10304,高雄市鼓山區,山下里,1,1,0,3,2,1,0,0
10304,高雄市鼓山區,峰南里,1,0,1,1,1,0,1,0
10304,高雄市鼓山區,平和里,4,1,3,1,1,0,3,1
10304,高雄市鼓山區,延平里,1,0,1,3,1,2,1,0
10304,高雄市鼓山區,建國里,1,0,1,2,1,1,0,1
10304,高雄市鼓山區,忠正里,2,0,2,3,1,2,1,1
10304,高雄市鼓山區,惠安里,0,0,0,1,1,0,1,0
10304,高雄市鼓山區,新民里,1,0,1,2,0,2,1,2
10304,高雄市鼓山區,明誠里,16,6,10,9,5,4,6,6
10304,高雄市鼓山區,桃源里,1,1,0,0,0,0,0,1
10304,高雄市鼓山區,樹德里,0,0,0,0,0,0,0,0
10304,高雄市鼓山區,正德里,1,1,0,2,1,1,3,1
10304,高雄市鼓山區,民強里,3,3,0,0,0,0,3,1
10304,高雄市鼓山區,民族里,1,1,0,0,0,0,0,1
10304,高雄市鼓山區,河邊里,1,0,1,3,3,0,0,1
10304,高雄市鼓山區,登山里,0,0,0,0,0,0,1,0
10304,高雄市鼓山區,綠川里,1,0,1,1,1,0,0,1
10304,高雄市鼓山區,維生里,2,2,0,0,0,0,1,0
10304,高雄市鼓山區,自強里,0,0,0,1,1,0,0,0
10304,高雄市鼓山區,興宗里,0,0,0,3,0,3,1,0
10304,高雄市鼓山區,華豐里,1,0,1,0,0,0,0,0
10304,高雄市鼓山區,裕興里,1,0,1,2,1,1,0,0
10304,高雄市鼓山區,裕豐里,3,3,0,1,0,1,0,0
10304,高雄市鼓山區,雄峰里,1,1,0,1,1,0,1,0
10304,高雄市鼓山區,麗興里,0,0,0,1,0,1,0,1
10304,高雄市鼓山區,鼓岩里,0,0,0,2,1,1,0,0
10304,高雄市鼓山區,鼓峰里,0,0,0,4,3,1,2,1
10304,高雄市鼓山區,龍井里,1,0,1,2,1,1,0,0
10304,高雄市鼓山區,龍子里,21,8,13,5,3,2,2,2
10304,高雄市鼓山區,龍水里,28,12,16,5,3,2,12,3
10304,高雄市左營區,中北里,0,0,0,2,1,1,0,0
10304,高雄市左營區,中南里,0,0,0,1,1,0,0,0
10304,高雄市左營區,光輝里,3,2,1,3,1,2,0,0
10304,高雄市左營區,合群里,0,0,0,3,0,3,1,0
10304,高雄市左營區,城南里,0,0,0,0,0,0,1,0
10304,高雄市左營區,埤北里,0,0,0,3,3,0,1,2
10304,高雄市左營區,埤東里,1,0,1,3,3,0,1,0
10304,高雄市左營區,埤西里,0,0,0,2,1,1,0,1
10304,高雄市左營區,尾北里,4,3,1,3,3,0,1,1
10304,高雄市左營區,尾南里,0,0,0,3,1,2,1,0
10304,高雄市左營區,尾西里,2,0,2,0,0,0,1,0
10304,高雄市左營區,屏山里,2,2,0,2,1,1,2,3
10304,高雄市左營區,崇實里,4,4,0,0,0,0,1,1
10304,高雄市左營區,廍北里,0,0,0,2,2,0,0,0
10304,高雄市左營區,廍南里,0,0,0,1,0,1,0,0
10304,高雄市左營區,廟北里,2,2,0,3,3,0,0,0
10304,高雄市左營區,廟東里,0,0,0,1,1,0,4,1
10304,高雄市左營區,復興里,0,0,0,0,0,0,0,0
10304,高雄市左營區,新上里,23,9,14,12,7,5,10,5
10304,高雄市左營區,新下里,14,9,5,5,5,0,7,2
10304,高雄市左營區,新中里,4,4,0,4,2,2,2,1
10304,高雄市左營區,新光里,17,9,8,2,2,0,9,1
10304,高雄市左營區,明建里,3,1,2,0,0,0,0,0
10304,高雄市左營區,果峰里,1,0,1,7,4,3,2,1
10304,高雄市左營區,果惠里,0,0,0,5,4,1,0,0
10304,高雄市左營區,果貿里,2,1,1,4,3,1,4,2
10304,高雄市左營區,永清里,0,0,0,3,2,1,0,0
10304,高雄市左營區,海勝里,3,1,2,9,6,3,2,2
10304,高雄市左營區,祥和里,0,0,0,1,1,0,0,0
10304,高雄市左營區,福山里,38,18,20,13,11,2,11,7
10304,高雄市左營區,聖南里,0,0,0,0,0,0,0,0
10304,高雄市左營區,聖后里,0,0,0,2,2,0,0,0
10304,高雄市左營區,聖西里,0,0,0,1,0,1,1,0
10304,高雄市左營區,自助里,1,1,0,2,2,0,0,0
10304,高雄市左營區,莒光里,0,0,0,4,4,0,3,3
10304,高雄市左營區,菜公里,17,7,10,9,6,3,13,8
10304,高雄市左營區,路東里,0,0,0,0,0,0,0,1
10304,高雄市左營區,進學里,0,0,0,1,0,1,1,1
10304,高雄市左營區,頂北里,1,1,0,1,0,1,0,0
10304,高雄市左營區,頂西里,0,0,0,0,0,0,0,0
10304,高雄市楠梓區,中和里,2,2,0,2,0,2,0,1
10304,高雄市楠梓區,中興里,2,0,2,0,0,0,1,0
10304,高雄市楠梓區,中陽里,0,0,0,3,2,1,2,0
10304,高雄市楠梓區,久昌里,2,0,2,4,4,0,1,0
10304,高雄市楠梓區,五常里,3,2,1,3,1,2,8,0
10304,高雄市楠梓區,享平里,2,1,1,2,0,2,1,1
10304,高雄市楠梓區,仁昌里,6,4,2,1,0,1,2,1
10304,高雄市楠梓區,加昌里,4,3,1,5,2,3,3,3
10304,高雄市楠梓區,和昌里,2,1,1,0,0,0,1,0
10304,高雄市楠梓區,國昌里,2,2,0,2,1,1,4,1
10304,高雄市楠梓區,大昌里,1,0,1,2,0,2,1,1
10304,高雄市楠梓區,宏南里,0,0,0,2,2,0,0,0
10304,高雄市楠梓區,宏昌里,0,0,0,2,2,0,2,1
10304,高雄市楠梓區,宏榮里,1,1,0,2,1,1,0,1
10304,高雄市楠梓區,宏毅里,4,1,3,2,2,0,2,0
10304,高雄市楠梓區,廣昌里,2,1,1,2,1,1,3,1
10304,高雄市楠梓區,建昌里,1,1,0,1,1,0,2,0
10304,高雄市楠梓區,惠楠里,1,0,1,2,0,2,0,0
10304,高雄市楠梓區,惠民里,2,1,1,1,1,0,0,1
10304,高雄市楠梓區,惠豐里,4,1,3,2,0,2,2,1
10304,高雄市楠梓區,慶昌里,4,2,2,1,1,0,3,0
10304,高雄市楠梓區,東寧里,7,2,5,2,2,0,1,1
10304,高雄市楠梓區,泰昌里,1,0,1,2,1,1,0,1
10304,高雄市楠梓區,清豐里,23,8,15,11,4,7,10,7
10304,高雄市楠梓區,玉屏里,1,1,0,3,3,0,1,0
10304,高雄市楠梓區,瑞屏里,2,0,2,4,2,2,3,1
10304,高雄市楠梓區,盛昌里,5,2,3,4,2,2,3,2
10304,高雄市楠梓區,福昌里,3,2,1,3,2,1,1,0
10304,高雄市楠梓區,秀昌里,4,2,2,0,0,0,2,0
10304,高雄市楠梓區,稔田里,1,1,0,1,0,1,2,0
10304,高雄市楠梓區,翠屏里,18,11,7,7,4,3,5,2
10304,高雄市楠梓區,興昌里,5,1,4,2,1,1,2,1
10304,高雄市楠梓區,藍田里,11,6,5,3,3,0,3,0
10304,高雄市楠梓區,裕昌里,3,2,1,3,2,1,3,2
10304,高雄市楠梓區,金田里,3,3,0,3,0,3,0,0
10304,高雄市楠梓區,錦屏里,1,1,0,6,3,3,4,2
10304,高雄市楠梓區,隆昌里,2,1,1,0,0,0,1,2
10304,高雄市三民一,力行里,0,0,0,1,1,0,0,0
10304,高雄市三民一,十全里,1,1,0,0,0,0,0,0
10304,高雄市三民一,十美里,0,0,0,3,2,1,1,1
10304,高雄市三民一,千北里,1,1,0,4,3,1,1,0
10304,高雄市三民一,千歲里,0,0,0,3,3,0,1,0
10304,高雄市三民一,千秋里,0,0,0,0,0,0,2,1
10304,高雄市三民一,博惠里,9,3,6,1,0,1,2,0
10304,高雄市三民一,博愛里,0,0,0,2,1,1,0,0
10304,高雄市三民一,同德里,2,0,2,0,0,0,2,1
10304,高雄市三民一,安和里,1,0,1,2,2,0,1,0
10304,高雄市三民一,安宜里,5,3,2,1,1,0,1,0
10304,高雄市三民一,安東里,4,2,2,1,1,0,1,0
10304,高雄市三民一,安泰里,4,1,3,5,3,2,1,2
10304,高雄市三民一,安生里,1,0,1,0,0,0,0,0
10304,高雄市三民一,安邦里,4,3,1,4,4,0,1,0
10304,高雄市三民一,川東里,1,1,0,0,0,0,1,0
10304,高雄市三民一,建東里,1,1,0,2,1,1,1,0
10304,高雄市三民一,德仁里,3,1,2,3,3,0,1,0
10304,高雄市三民一,德北里,4,2,2,0,0,0,1,1
10304,高雄市三民一,德智里,4,2,2,4,3,1,3,0
10304,高雄市三民一,德東里,1,0,1,0,0,0,1,1
10304,高雄市三民一,德行里,1,0,1,0,0,0,2,0
10304,高雄市三民一,德西里,0,0,0,1,1,0,0,0
10304,高雄市三民一,民享里,4,2,2,1,0,1,1,1
10304,高雄市三民一,港新里,0,0,0,0,0,0,0,0
10304,高雄市三民一,港東里,1,1,0,1,1,0,0,1
10304,高雄市三民一,港西里,0,0,0,0,0,0,0,0
10304,高雄市三民一,立德里,0,0,0,2,2,0,3,1
10304,高雄市三民一,立業里,2,1,1,1,0,1,0,0
10304,高雄市三民一,立誠里,1,0,1,0,0,0,1,1
10304,高雄市三民一,精華里,3,2,1,1,1,0,0,0
10304,高雄市三民一,興德里,0,0,0,1,0,1,0,0
10304,高雄市三民一,裕民里,1,0,1,2,2,0,0,0
10304,高雄市三民一,豐裕里,3,2,1,1,1,0,0,0
10304,高雄市三民一,達仁里,1,1,0,2,1,1,2,0
10304,高雄市三民一,達勇里,0,0,0,1,1,0,0,0
10304,高雄市三民一,達德里,0,0,0,1,0,1,2,1
10304,高雄市三民一,達明里,0,0,0,0,0,0,2,0
10304,高雄市三民一,長明里,1,0,1,1,0,1,1,0
10304,高雄市三民一,鳳北里,1,0,1,0,0,0,0,0
10304,高雄市三民一,鳳南里,0,0,0,0,0,0,1,0
10304,高雄市三民二,安吉里,2,1,1,1,1,0,4,1
10304,高雄市三民二,安寧里,2,0,2,2,2,0,1,3
10304,高雄市三民二,安康里,2,1,1,3,1,2,1,0
10304,高雄市三民二,安發里,4,3,1,3,2,1,3,0
10304,高雄市三民二,寶中里,1,1,0,7,3,4,1,1
10304,高雄市三民二,寶國里,8,3,5,0,0,0,6,1
10304,高雄市三民二,寶安里,5,3,2,3,0,3,5,1
10304,高雄市三民二,寶德里,3,2,1,2,2,0,2,0
10304,高雄市三民二,寶慶里,4,3,1,1,0,1,1,0
10304,高雄市三民二,寶業里,5,3,2,3,1,2,4,2
10304,高雄市三民二,寶民里,4,0,4,0,0,0,1,0
10304,高雄市三民二,寶泰里,1,0,1,2,1,1,2,1
10304,高雄市三民二,寶獅里,1,1,0,0,0,0,0,0
10304,高雄市三民二,寶玉里,6,5,1,4,4,0,1,0
10304,高雄市三民二,寶珠里,2,1,1,6,2,4,10,4
10304,高雄市三民二,寶盛里,2,2,0,5,3,2,2,1
10304,高雄市三民二,寶興里,9,5,4,2,1,1,3,1
10304,高雄市三民二,寶華里,4,0,4,2,1,1,3,1
10304,高雄市三民二,寶龍里,6,4,2,2,1,1,0,1
10304,高雄市三民二,本上里,4,4,0,3,0,3,2,1
10304,高雄市三民二,本元里,8,5,3,3,2,1,1,0
10304,高雄市三民二,本和里,1,1,0,3,0,3,4,1
10304,高雄市三民二,本安里,4,1,3,0,0,0,1,2
10304,高雄市三民二,本揚里,5,2,3,2,1,1,4,2
10304,高雄市三民二,本文里,5,2,3,1,0,1,2,0
10304,高雄市三民二,本武里,0,0,0,0,0,0,0,0
10304,高雄市三民二,本館里,9,6,3,3,1,2,3,2
10304,高雄市三民二,正興里,17,13,4,7,4,3,5,1
10304,高雄市三民二,正順里,4,4,0,1,0,1,0,0
10304,高雄市三民二,灣中里,3,1,2,6,3,3,8,2
10304,高雄市三民二,灣利里,1,1,0,4,3,1,0,2
10304,高雄市三民二,灣勝里,0,0,0,4,2,2,3,1
10304,高雄市三民二,灣子里,2,2,0,3,1,2,4,2
10304,高雄市三民二,灣復里,4,2,2,1,1,0,5,1
10304,高雄市三民二,灣愛里,3,3,0,1,1,0,2,1
10304,高雄市三民二,灣成里,1,1,0,3,1,2,3,0
10304,高雄市三民二,灣興里,4,2,2,4,2,2,1,1
10304,高雄市三民二,灣華里,0,0,0,0,0,0,3,0
10304,高雄市三民二,鼎中里,2,1,1,2,2,0,1,3
10304,高雄市三民二,鼎力里,2,2,0,2,2,0,2,2
10304,高雄市三民二,鼎強里,2,1,1,2,1,1,3,0
10304,高雄市三民二,鼎泰里,13,6,7,9,4,5,8,6
10304,高雄市三民二,鼎盛里,6,4,2,3,2,1,4,2
10304,高雄市三民二,鼎西里,8,4,4,5,2,3,0,4
10304,高雄市三民二,鼎金里,5,4,1,2,1,1,3,1
10304,高雄市新興區,中東里,1,1,0,1,1,0,1,1
10304,高雄市新興區,仁聲里,0,0,0,1,1,0,0,1
10304,高雄市新興區,光耀里,5,5,0,4,3,1,1,0
10304,高雄市新興區,南港里,0,0,0,1,1,0,0,1
10304,高雄市新興區,大明里,1,1,0,1,0,1,1,0
10304,高雄市新興區,建興里,0,0,0,0,0,0,1,0
10304,高雄市新興區,建華里,0,0,0,0,0,0,0,0
10304,高雄市新興區,德政里,1,0,1,1,0,1,0,0
10304,高雄市新興區,德望里,2,1,1,1,1,0,1,1
10304,高雄市新興區,德生里,0,0,0,2,0,2,2,0
10304,高雄市新興區,愛平里,0,0,0,2,2,0,3,0
10304,高雄市新興區,成功里,0,0,0,0,0,0,0,1
10304,高雄市新興區,振成里,0,0,0,2,1,1,0,0
10304,高雄市新興區,振華里,0,0,0,1,1,0,0,0
10304,高雄市新興區,文昌里,1,0,1,1,1,0,3,0
10304,高雄市新興區,新江里,0,0,0,1,0,1,2,1
10304,高雄市新興區,明莊里,0,0,0,0,0,0,1,1
10304,高雄市新興區,東坡里,2,1,1,1,0,1,2,0
10304,高雄市新興區,榮治里,0,0,0,0,0,0,0,0
10304,高雄市新興區,正氣里,0,0,0,0,0,0,0,0
10304,高雄市新興區,永寧里,0,0,0,1,1,0,1,1
10304,高雄市新興區,浩然里,0,0,0,3,2,1,1,0
10304,高雄市新興區,漢民里,0,0,0,1,1,0,0,1
10304,高雄市新興區,玉衡里,0,0,0,1,0,1,0,0
10304,高雄市新興區,秋山里,0,0,0,1,1,0,0,0
10304,高雄市新興區,興昌里,2,2,0,2,2,0,0,0
10304,高雄市新興區,華聲里,2,2,0,0,0,0,0,0
10304,高雄市新興區,蕉園里,2,2,0,0,0,0,1,1
10304,高雄市新興區,長驛里,0,0,0,0,0,0,0,0
10304,高雄市新興區,開平里,7,4,3,5,4,1,0,0
10304,高雄市新興區,順昌里,1,0,1,1,1,0,0,0
10304,高雄市新興區,黎明里,1,1,0,0,0,0,0,0
10304,高雄市前金區,三川里,0,0,0,1,1,0,1,1
10304,高雄市前金區,北金里,0,0,0,0,0,0,0,0
10304,高雄市前金區,博孝里,2,1,1,0,0,0,0,1
10304,高雄市前金區,國民里,1,1,0,0,0,0,1,1
10304,高雄市前金區,後金里,0,0,0,1,1,0,0,0
10304,高雄市前金區,復元里,1,1,0,2,0,2,1,0
10304,高雄市前金區,文東里,0,0,0,2,1,1,0,0
10304,高雄市前金區,文西里,0,0,0,0,0,0,0,0
10304,高雄市前金區,新生里,2,1,1,5,5,0,1,1
10304,高雄市前金區,東金里,2,1,1,1,0,1,0,0
10304,高雄市前金區,林投里,0,0,0,3,1,2,0,0
10304,高雄市前金區,榮復里,0,0,0,1,1,0,1,0
10304,高雄市前金區,民生里,1,0,1,1,0,1,0,0
10304,高雄市前金區,社東里,0,0,0,0,0,0,0,0
10304,高雄市前金區,社西里,0,0,0,2,0,2,0,1
10304,高雄市前金區,草江里,0,0,0,2,1,1,1,0
10304,高雄市前金區,長城里,1,1,0,3,1,2,0,0
10304,高雄市前金區,長生里,1,0,1,4,3,1,2,0
10304,高雄市前金區,長興里,0,0,0,1,1,0,0,0
10304,高雄市前金區,青山里,2,2,0,0,0,0,2,0
10304,高雄市苓雅區,中正里,5,3,2,1,1,0,0,0
10304,高雄市苓雅區,五權里,1,1,0,0,0,0,1,0
10304,高雄市苓雅區,五福里,1,0,1,6,3,3,0,2
10304,高雄市苓雅區,人和里,0,0,0,3,2,1,0,1
10304,高雄市苓雅區,仁政里,1,1,0,1,0,1,1,0
10304,高雄市苓雅區,光華里,1,0,1,3,2,1,0,0
10304,高雄市苓雅區,凱旋里,1,1,0,1,1,0,0,0
10304,高雄市苓雅區,博仁里,0,0,0,0,0,0,0,0
10304,高雄市苓雅區,同慶里,1,0,1,1,1,0,2,0
10304,高雄市苓雅區,和煦里,1,0,1,2,2,0,1,0
10304,高雄市苓雅區,城北里,0,0,0,1,1,0,1,1
10304,高雄市苓雅區,城東里,2,1,1,1,1,0,1,0
10304,高雄市苓雅區,城西里,0,0,0,1,1,0,0,0
10304,高雄市苓雅區,奏捷里,1,1,0,4,2,2,0,1
10304,高雄市苓雅區,安祥里,1,1,0,0,0,0,1,0
10304,高雄市苓雅區,尚義里,1,1,0,1,0,1,2,0
10304,高雄市苓雅區,廣澤里,0,0,0,2,1,1,0,1
10304,高雄市苓雅區,建軍里,1,1,0,0,0,0,0,0
10304,高雄市苓雅區,意誠里,3,2,1,4,2,2,1,0
10304,高雄市苓雅區,文昌里,1,1,0,2,0,2,2,0
10304,高雄市苓雅區,日中里,2,1,1,2,2,0,3,0
10304,高雄市苓雅區,普天里,2,2,0,1,1,0,4,0
10304,高雄市苓雅區,普照里,2,0,2,1,0,1,1,0
10304,高雄市苓雅區,晴朗里,0,0,0,0,0,0,1,0
10304,高雄市苓雅區,朝陽里,1,1,0,1,0,1,0,0
10304,高雄市苓雅區,林中里,1,1,0,1,1,0,1,0
10304,高雄市苓雅區,林南里,0,0,0,3,3,0,2,1
10304,高雄市苓雅區,林圍里,3,3,0,2,0,2,0,0
10304,高雄市苓雅區,林安里,1,0,1,3,2,1,0,0
10304,高雄市苓雅區,林富里,1,1,0,0,0,0,3,0
10304,高雄市苓雅區,林德里,1,0,1,0,0,0,0,1
10304,高雄市苓雅區,林榮里,5,2,3,3,0,3,0,1
10304,高雄市苓雅區,林泉里,2,1,1,0,0,0,1,0
10304,高雄市苓雅區,林興里,2,2,0,1,1,0,0,0
10304,高雄市苓雅區,林華里,5,2,3,1,0,1,0,0
10304,高雄市苓雅區,林西里,1,1,0,3,0,3,2,0
10304,高雄市苓雅區,林貴里,0,0,0,0,0,0,3,0
10304,高雄市苓雅區,林靖里,0,0,0,3,1,2,0,0
10304,高雄市苓雅區,正仁里,1,0,1,2,1,1,2,0
10304,高雄市苓雅區,正大里,6,4,2,4,3,1,1,1
10304,高雄市苓雅區,正心里,0,0,0,2,1,1,2,0
10304,高雄市苓雅區,正文里,1,0,1,0,0,0,2,1
10304,高雄市苓雅區,正義里,1,1,0,2,0,2,2,0
10304,高雄市苓雅區,正言里,1,1,0,2,2,0,1,1
10304,高雄市苓雅區,正道里,2,1,1,3,2,1,2,1
10304,高雄市苓雅區,民主里,3,2,1,3,2,1,2,0
10304,高雄市苓雅區,永康里,0,0,0,1,0,1,1,1
10304,高雄市苓雅區,田西里,1,1,0,1,1,0,0,0
10304,高雄市苓雅區,福人里,1,1,0,3,2,1,0,0
10304,高雄市苓雅區,福南里,2,2,0,1,1,0,0,1
10304,高雄市苓雅區,福地里,0,0,0,1,1,0,3,1
10304,高雄市苓雅區,福壽里,2,0,2,1,0,1,3,0
10304,高雄市苓雅區,福居里,0,0,0,1,1,0,1,0
10304,高雄市苓雅區,福康里,0,0,0,0,0,0,2,0
10304,高雄市苓雅區,福東里,4,2,2,1,0,1,1,0
10304,高雄市苓雅區,福海里,0,0,0,0,0,0,3,0
10304,高雄市苓雅區,福祥里,1,0,1,1,1,0,1,0
10304,高雄市苓雅區,福西里,0,0,0,3,1,2,0,2
10304,高雄市苓雅區,福隆里,0,0,0,0,0,0,3,0
