4354,41827,高雄市左營區,福山里
3965,29913,高雄市左營區,新上里
3665,34251,高雄市左營區,菜公里
3275,23727,高雄市楠梓區,清豐里
3060,24500,高雄市三民區,鼎泰里
2854,16672,高雄市楠梓區,翠屏里
2349,15799,臺中市豐原區,北陽里
2347,14163,臺中市大里區,瑞城里
2341,16168,臺中市烏日區,九德里
2282,13947,臺中市潭子區,東寶里
2260,20030,高雄市鼓山區,明誠里
2207,16128,高雄市仁武區,八卦里
2147,15129,新北市板橋區,溪福里
2085,13518,臺中市潭子區,潭陽里
2076,22472,高雄市鼓山區,龍水里
2076,15212,臺中市北屯區,水景里
2054,13891,臺南市佳里區,安西里
2017,12056,高雄市大寮區,中庄里
1903,11497,臺中市大里區,東湖里
1900,10476,臺中市霧峰區,吉峰里
1891,11726,屏東縣屏東市,大連里
1874,14265,高雄市三民區,正興里
1857,11793,臺中市大里區,金城里
1836,13145,高雄市小港區,山明里
1832,11554,臺中市潭子區,福仁里
1827,13065,屏東縣屏東市,潭墘里
1819,18339,高雄市鼓山區,龍子里
1813,12316,臺中市豐原區,豐田里
1805,13323,臺中市北屯區,軍功里
1803,12074,臺中市南屯區,豐樂里
1798,13303,屏東縣屏東市,崇蘭里
1794,15193,高雄市左營區,新下里
1782,14487,臺中市西屯區,永安里
1775,11726,臺中市豐原區,社皮里
1769,12378,臺南市永康區,龍潭里
1735,16994,新北市林口區,湖南里
1717,10923,新竹縣竹東鎮,上舘里
1716,11119,新北市蘆洲區,水湳里
1712,11047,臺中市潭子區,甘蔗里
1688,15848,高雄市左營區,新光里
1688,12902,高雄市鳳山區,過埤里
1687,10917,臺中市大雅區,員林里
1686,14532,臺中市西屯區,惠來里
1683,10421,桃園縣中壢市,文化里
1682,12938,臺中市豐原區,南陽里
1681,11738,臺中市大里區,新里里
1661,10716,金門縣金城鎮,西門里
1659,10520,臺中市大里區,長榮里
1646,11313,高雄市鳥松區,鳥松里
1636,12219,臺南市永康區,埔園里
1634,11597,桃園縣桃園市,大林里
1627,10919,新北市新莊區,西盛里
1614,10548,臺中市豐原區,西湳里
1601,10837,高雄市鳥松區,大華里
1598,10330,新北市三峽區,鳶山里
1596,10088,新北市新莊區,中原里
1585,10876,臺中市北屯區,后庄里
1584,10346,屏東縣東港鎮,興東里
1578,11012,臺南市永康區,復華里
1572,10610,彰化縣彰化市,延平里
1571,11351,新竹縣竹東鎮,二重里
1569,10273,臺中市大里區,仁化里
1564,12324,臺中市南區,樹義里
1564,11203,高雄市鳳山區,文福里
1546,11663,臺北市北投區,關渡里
1542,10985,新北市新莊區,雙鳳里
1537,10200,臺南市仁德區,後壁里
1535,10155,臺中市東區,東信里
1534,11500,桃園縣桃園市,大興里
1531,10504,臺南市仁德區,仁義里
1500,11157,臺中市清水區,南社里
1494,11125,高雄市前鎮區,草衙里
1485,10520,新北市板橋區,崑崙里
1483,15200,臺南市北區,成德里
1482,11457,新北市新店區,公崙里
1480,13997,新北市林口區,南勢里
1462,11897,臺中市大里區,永隆里
1461,11830,臺北市內湖區,五分里
1432,10300,高雄市三民區,寶玉里
1425,11568,新竹縣竹北市,竹仁里
1416,10406,臺南市永康區,北灣里
1395,13946,新北市樹林區,南園里
1391,10316,臺中市南屯區,文山里
1387,10063,臺北市內湖區,港富里
1378,10286,臺南市永康區,永康里
1375,10317,高雄市仁武區,文武里
1358,10016,高雄市三民區,寶國里
1350,10009,新竹縣竹東鎮,五豐里
1340,10151,新北市新店區,香坡里
1330,10441,高雄市鳳山區,文華里
1324,10652,臺中市南屯區,南屯里
1319,11527,新北市新莊區,立廷里
1314,10183,臺中市北屯區,仁和里
1296,13452,新北市三峽區,龍學里
1292,13665,新竹縣竹北市,斗崙里
1265,10364,臺北市文山區,木新里
1244,12600,新北市蘆洲區,正義里
1235,10796,新北市板橋區,忠翠里
1206,10222,桃園縣桃園市,新埔里
1201,10559,桃園縣中壢市,復興里
1152,10351,臺北市中山區,大直里
1138,11023,臺北市信義區,安康里
1122,10083,臺北市中山區,永安里
1096,10494,臺北市大同區,雙連里
1088,10893,新北市永和區,保順里
1056,10361,臺北市內湖區,金湖里
1045,11050,臺北市中正區,南福里
1007,11101,新竹市東區,新莊里
978,10374,臺北市中正區,新營里
953,10371,臺中市南屯區,三和里
938,10882,臺北市松山區,中正里
938,10218,臺北市松山區,自強里
883,10421,臺北市大安區,龍淵里
863,11263,臺北市松山區,龍田里
