統計年月,區域別,村里,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女,
10304,宜蘭縣宜蘭市,七張里,492,1700,896,804,6,9,9,8,6,5,5,7,7,6,6,7,13,9,10,13,15,15,13,8,12,11,10,9,10,13,9,10,7,7,12,7,8,13,17,10,13,7,17,18,15,11,9,18,19,6,13,13,16,9,14,10,10,5,14,15,10,11,17,13,19,14,14,13,10,11,13,15,13,8,15,12,11,5,6,13,12,11,7,12,13,10,10,13,14,12,9,12,14,10,16,16,15,20,17,7,12,15,17,10,8,6,18,14,22,11,14,13,12,9,12,9,13,10,11,10,8,7,11,7,8,8,9,10,14,9,5,6,13,7,10,6,3,4,6,4,5,0,5,5,5,12,2,3,5,3,7,7,11,6,4,6,6,7,5,7,7,6,9,10,1,4,7,5,2,3,5,4,2,2,0,5,3,5,0,1,2,5,1,0,2,3,1,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,
10304,宜蘭縣宜蘭市,七結里,1119,3230,1498,1732,6,11,16,11,18,14,6,15,21,13,19,17,18,19,31,28,21,21,23,34,22,25,30,24,33,29,36,41,27,24,28,26,25,28,25,23,29,25,25,28,23,30,16,28,32,27,30,19,21,18,26,24,18,16,26,25,25,21,13,22,19,30,25,14,22,34,24,33,24,29,22,25,15,24,22,34,22,28,16,34,20,31,19,33,29,29,18,40,28,38,24,27,26,21,20,28,21,20,26,25,21,23,22,26,14,31,20,23,15,28,16,21,14,24,22,18,14,24,17,16,14,24,15,24,16,21,14,10,10,19,10,15,5,15,9,7,7,5,8,8,8,12,8,6,2,10,9,6,7,4,7,4,7,1,1,6,3,9,2,5,3,4,1,2,3,3,5,3,3,0,4,3,3,1,1,2,2,1,2,1,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10304,宜蘭縣宜蘭市,中山里,488,1114,569,545,1,3,4,2,3,3,4,3,2,6,4,2,3,4,3,1,3,1,2,0,2,5,3,2,2,3,4,4,5,5,9,0,6,2,5,1,7,8,5,6,10,9,11,3,7,9,7,7,5,4,8,9,4,3,7,7,6,8,7,9,10,9,11,6,3,10,9,9,8,5,14,9,7,5,9,7,4,6,9,9,10,7,9,8,5,7,12,6,6,9,9,9,7,10,7,5,10,11,7,3,8,11,8,5,12,17,13,6,13,7,13,6,8,8,12,7,9,8,9,8,16,10,7,9,13,12,9,6,11,5,4,7,3,5,1,6,2,7,3,4,2,6,6,7,2,6,5,10,6,3,6,7,5,11,4,8,11,3,2,3,7,4,3,4,3,4,3,3,0,3,4,2,1,4,3,4,3,5,2,3,2,2,0,3,0,2,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,
10304,宜蘭縣宜蘭市,中興里,1234,3496,1668,1828,20,15,5,14,12,14,11,13,13,17,11,12,13,16,18,20,18,16,19,15,19,16,19,22,23,24,17,17,10,21,14,27,28,20,24,29,21,21,25,23,21,24,22,30,24,24,52,15,30,29,33,29,27,33,24,34,31,33,23,28,31,26,37,27,36,25,29,26,23,29,30,20,31,37,19,32,26,32,27,22,24,27,18,24,27,20,26,29,23,33,32,24,27,29,28,24,16,26,32,30,26,25,25,27,28,36,33,31,21,29,27,37,23,30,15,30,26,43,25,24,14,21,25,23,19,22,15,17,10,9,12,21,8,19,11,11,5,14,7,12,6,12,11,18,8,9,6,15,12,12,5,14,9,6,3,9,6,5,2,11,6,4,5,9,7,4,6,1,7,3,4,4,2,0,5,2,2,3,5,3,2,1,1,3,0,1,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,
10304,宜蘭縣宜蘭市,凱旋里,462,1468,755,713,5,5,3,5,10,1,3,4,4,7,4,7,6,9,11,5,7,10,4,13,7,7,9,11,7,16,11,10,9,9,10,13,15,10,17,15,14,7,13,11,11,9,13,16,12,15,14,8,9,11,11,13,13,5,7,9,19,5,12,12,9,8,16,6,12,10,9,12,7,12,12,14,10,4,13,11,6,9,7,11,12,12,11,17,15,11,15,8,13,11,15,8,13,17,8,14,18,9,12,15,16,6,15,9,12,5,17,12,12,16,11,11,10,13,12,9,9,7,5,5,8,5,13,8,8,3,5,1,4,8,4,4,4,4,2,5,2,7,2,4,4,1,6,10,4,5,5,2,6,7,5,3,2,5,5,6,1,6,4,3,6,3,1,3,1,0,4,3,1,2,2,3,2,3,1,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
10304,宜蘭縣宜蘭市,北津里,911,2573,1274,1299,7,4,11,8,10,10,15,5,15,9,12,9,5,10,8,6,8,15,10,11,8,4,13,9,12,10,16,17,15,12,17,16,22,12,16,22,15,29,20,26,21,18,26,31,22,21,23,17,13,19,25,19,17,18,18,17,24,18,19,17,24,32,31,22,36,26,26,21,29,21,24,18,24,20,31,14,20,27,11,14,16,24,19,14,15,17,13,13,12,20,14,17,16,22,23,21,20,26,26,21,24,20,22,26,21,18,16,17,26,31,18,28,11,23,16,19,16,20,18,21,15,23,21,19,11,28,12,13,12,11,11,12,9,9,7,4,6,8,5,5,8,6,9,10,4,8,10,14,5,10,8,8,4,4,3,4,1,2,1,2,6,4,3,6,3,3,3,5,3,3,4,1,2,2,2,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
10304,宜蘭縣宜蘭市,北門里,495,1387,718,669,2,3,7,4,3,3,11,5,2,2,7,3,3,5,7,4,3,5,7,5,8,3,5,1,7,4,5,2,5,9,8,7,12,8,9,5,7,10,7,6,12,9,9,11,8,10,11,11,8,12,16,8,15,11,18,12,15,8,13,12,14,14,11,7,9,15,7,11,6,12,15,9,11,5,11,11,13,9,8,5,10,10,9,10,10,12,10,10,7,11,11,5,13,8,13,13,6,8,8,16,16,13,11,13,13,5,15,11,11,9,13,18,9,9,11,7,11,10,12,12,8,10,7,11,16,7,9,7,4,5,6,8,5,3,0,6,3,5,5,4,7,8,6,6,7,5,6,4,6,7,7,7,5,6,4,5,5,8,2,7,5,6,5,7,3,2,3,3,4,3,2,3,0,1,0,2,0,3,1,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
10304,宜蘭縣宜蘭市,南橋里,433,1366,709,657,5,4,2,4,7,8,7,7,4,3,4,6,8,4,5,6,2,9,11,8,9,7,10,7,12,7,14,7,7,5,8,6,9,5,13,6,7,16,14,10,11,8,13,14,15,5,7,16,10,13,10,16,8,7,7,8,6,8,9,9,5,14,10,8,11,12,12,13,12,10,12,8,14,9,7,11,4,10,11,13,11,7,9,7,11,9,10,9,9,5,12,10,21,8,10,7,11,13,8,14,13,14,15,8,13,6,10,11,8,7,15,12,7,11,13,15,8,6,4,8,13,3,6,9,11,7,10,4,4,3,7,8,5,3,5,6,4,1,3,7,5,6,2,5,6,2,6,6,9,10,6,3,6,3,5,1,2,5,4,7,2,5,2,3,1,3,2,1,5,2,1,1,3,3,1,1,0,0,0,0,0,0,1,0,0,2,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,
10304,宜蘭縣宜蘭市,南津里,995,2392,1163,1229,7,5,8,15,8,7,8,7,14,19,13,12,17,16,10,16,9,15,17,18,16,17,23,15,14,21,18,17,13,8,9,8,19,22,12,6,17,17,14,11,18,15,15,19,14,10,10,10,8,8,10,10,10,9,7,8,9,14,16,7,15,12,12,15,14,16,13,10,13,18,18,20,12,10,19,19,21,31,24,18,19,25,22,16,22,27,19,22,15,23,15,24,23,15,22,16,23,16,17,20,18,9,23,14,17,12,20,18,13,16,20,13,16,16,11,14,14,11,20,11,20,18,11,17,12,16,9,10,7,16,5,10,6,10,5,7,5,4,7,8,6,12,7,14,5,14,5,15,10,20,6,12,5,17,7,15,7,8,4,11,5,7,8,11,8,7,9,10,9,11,11,9,12,3,10,6,7,5,6,2,3,3,6,4,2,0,1,2,3,2,0,3,1,1,0,0,0,0,0,0,0,0,
10304,宜蘭縣宜蘭市,南門里,685,1857,896,961,4,7,9,4,7,11,10,11,6,6,9,9,19,10,9,13,11,13,12,2,10,8,13,11,8,12,15,14,16,9,13,11,18,12,15,17,11,8,16,6,12,15,10,8,14,9,16,10,12,10,8,17,9,15,8,16,12,10,16,11,9,15,11,17,17,27,16,19,14,19,21,15,7,16,17,18,8,14,10,16,16,13,6,10,8,14,15,14,13,17,9,13,16,18,7,13,10,12,9,11,10,9,15,11,12,11,16,11,10,19,11,15,14,11,17,15,10,12,11,16,10,22,10,8,9,13,11,15,14,16,11,7,13,8,5,6,5,6,4,5,7,4,10,9,8,8,6,9,4,9,4,10,3,5,3,3,3,2,6,1,6,6,2,2,6,8,6,4,1,7,2,2,5,1,0,5,1,0,3,1,1,0,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,
