統計年月,區域別,村里,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女,
10304,南投縣南投市,三和里,1193,3510,1739,1771,10,9,17,15,12,15,11,8,19,13,11,20,19,19,28,15,26,11,27,18,21,16,14,26,18,21,22,25,23,15,23,24,17,23,31,20,16,16,19,22,22,27,25,27,21,14,23,20,21,28,23,24,22,28,19,22,24,22,25,29,25,31,25,21,33,23,26,21,25,26,29,26,29,26,30,34,16,24,17,25,20,17,33,22,19,17,34,27,21,27,19,25,33,27,19,27,23,23,23,25,31,15,26,28,24,32,26,21,23,20,22,23,26,13,20,25,25,26,13,26,28,27,23,24,25,22,23,20,11,24,19,24,14,26,17,16,4,13,12,16,17,15,21,17,15,23,20,17,19,18,14,13,19,12,9,13,17,17,12,12,3,11,9,17,8,9,5,7,7,10,5,8,4,8,5,4,1,3,4,2,3,3,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,
10304,南投縣南投市,三民里,365,1053,510,543,4,6,3,6,2,2,4,2,3,2,5,2,4,7,4,6,7,3,3,3,5,2,6,7,5,5,6,7,7,5,7,8,6,11,6,5,8,7,6,7,8,11,6,4,11,15,4,8,5,7,10,6,9,11,6,6,10,8,6,4,11,9,12,5,5,11,10,12,3,5,9,8,11,5,5,8,9,4,5,6,3,9,6,7,7,6,4,4,5,6,7,10,10,8,2,5,6,10,7,8,8,9,4,6,11,11,8,9,8,11,6,7,6,5,16,9,10,6,15,7,4,5,9,10,9,6,7,9,9,3,4,4,1,2,5,3,3,2,0,2,4,2,1,6,3,6,4,5,4,1,2,4,5,7,3,7,4,3,1,4,4,7,1,5,1,4,3,3,1,6,3,2,2,2,2,1,1,5,1,4,1,2,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
10304,南投縣南投市,三興里,2137,6628,3333,3295,18,22,23,22,28,22,33,25,24,26,29,35,65,43,39,33,39,29,45,41,45,31,39,41,42,51,39,42,64,45,56,40,56,49,57,60,54,61,63,51,50,54,64,63,58,51,75,58,58,61,58,50,56,41,38,40,52,43,58,53,48,47,49,40,44,41,58,46,50,43,40,39,42,40,44,53,41,44,41,44,36,49,47,37,40,50,43,49,45,55,48,50,54,72,43,60,65,64,39,49,56,57,54,60,48,53,57,62,58,54,55,71,52,40,53,49,41,46,36,42,42,39,42,37,38,52,30,39,21,18,29,24,20,16,14,29,16,17,7,18,19,10,12,18,17,18,24,13,14,7,14,12,11,14,11,15,9,12,10,10,6,10,6,13,8,14,9,11,6,6,5,7,10,8,10,5,4,1,4,1,4,5,0,1,1,2,4,1,1,2,0,0,1,1,0,0,1,0,0,0,1,0,
10304,南投縣南投市,仁和里,215,614,295,319,1,2,0,1,0,1,3,0,3,2,2,3,2,2,2,1,1,1,2,7,1,3,1,3,1,4,3,2,3,3,5,3,6,1,2,5,8,3,4,4,6,4,4,3,2,4,6,6,7,4,6,8,4,6,5,4,2,6,7,2,7,5,7,5,7,7,5,5,7,5,4,1,3,3,3,0,2,4,1,5,0,2,2,3,4,8,6,4,1,2,3,3,4,3,2,5,5,8,4,5,5,7,7,3,3,6,5,4,3,4,1,10,5,6,4,9,7,6,1,5,9,4,4,4,5,2,5,2,4,5,3,2,1,6,2,1,4,1,3,1,2,1,6,3,1,4,2,3,2,3,3,3,2,2,2,2,5,2,2,1,0,2,1,7,2,2,0,2,3,1,1,3,1,2,0,1,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
10304,南投縣南投市,光明里,590,1359,631,728,0,1,2,2,1,2,3,1,2,2,3,2,8,5,5,2,3,5,8,7,4,4,5,6,15,3,7,5,4,4,6,11,6,5,6,5,3,9,5,6,9,5,5,8,6,7,4,5,6,2,3,5,8,1,4,2,3,7,9,7,4,4,5,6,5,8,4,5,10,8,2,3,3,3,4,9,3,4,3,5,5,5,8,9,10,14,9,7,11,5,9,10,10,14,11,14,8,4,10,16,12,6,8,10,8,12,8,7,3,9,8,13,6,11,4,8,10,8,5,7,8,5,7,9,10,8,9,15,10,12,7,6,4,17,4,7,9,12,7,18,5,15,5,18,9,29,10,31,10,21,12,15,12,21,9,8,11,6,8,14,9,11,7,5,10,7,10,8,12,7,10,4,7,2,6,5,9,1,4,2,7,5,6,0,2,2,2,1,1,0,1,0,2,1,0,0,1,0,0,0,0,0,
10304,南投縣南投市,光榮里,637,1458,720,738,1,1,0,2,2,2,1,1,2,2,3,1,2,2,1,3,2,3,3,2,5,4,10,4,10,7,11,5,6,6,10,8,10,5,12,1,7,4,12,6,3,8,9,5,10,6,7,3,4,5,8,4,12,4,4,6,10,3,9,3,5,7,7,2,9,9,6,5,5,10,3,9,4,3,3,4,8,2,7,4,5,1,6,6,4,4,13,10,12,8,7,7,9,7,10,8,11,12,11,3,7,13,10,11,8,7,7,11,13,11,13,11,11,12,8,5,14,4,12,11,3,15,8,12,13,8,11,18,12,14,12,13,5,7,7,12,7,11,5,16,10,9,5,18,12,8,10,15,7,20,5,18,7,15,4,10,6,20,8,12,9,10,8,10,7,14,9,14,10,8,12,12,15,19,8,11,8,3,9,11,9,5,5,3,5,4,4,3,4,2,3,1,1,3,0,1,1,0,0,0,2,0,
10304,南投縣南投市,光華里,490,1221,568,653,2,0,1,0,2,1,4,2,1,2,7,5,14,12,8,7,13,11,7,4,7,7,9,6,8,5,5,5,5,4,2,3,3,5,2,5,3,2,6,8,6,6,6,5,7,9,2,7,6,4,6,4,4,8,8,3,9,2,5,8,4,4,5,4,6,6,7,6,5,7,9,5,6,2,8,2,7,5,2,6,1,5,2,3,6,7,5,6,6,6,10,6,4,6,7,5,7,14,3,6,7,3,7,4,11,10,7,9,6,14,8,15,10,6,10,9,10,7,10,9,4,8,9,7,9,10,6,11,10,17,6,13,9,8,3,8,3,5,4,4,7,7,4,11,2,7,5,12,5,10,2,16,5,14,2,16,5,15,5,9,7,14,9,8,3,7,8,9,8,9,7,10,9,9,9,5,9,10,3,5,7,2,6,1,3,2,4,0,1,2,1,1,2,2,1,0,1,1,0,1,1,0,
10304,南投縣南投市,光輝里,236,730,346,384,0,0,2,1,1,1,2,5,3,3,6,7,9,12,9,5,2,7,5,8,4,11,8,11,11,7,10,5,6,10,4,1,5,3,8,6,4,1,4,6,7,4,4,3,3,1,2,4,5,5,5,3,4,1,3,2,3,8,1,3,4,3,2,5,4,5,5,8,5,5,5,5,6,3,5,7,9,6,3,3,3,4,1,9,7,8,4,5,6,3,5,9,3,3,5,4,6,8,6,2,8,6,5,3,0,1,8,5,4,7,3,7,1,5,8,8,4,4,7,3,4,2,3,4,4,2,5,5,2,7,4,5,5,2,5,3,0,2,3,4,1,4,1,2,3,3,0,6,3,3,2,3,1,2,3,0,1,1,0,7,2,0,2,2,1,2,1,1,0,4,0,1,1,2,2,1,0,1,2,1,2,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10304,南投縣南投市,內新里,548,1796,983,813,11,8,12,4,6,1,5,6,4,2,5,1,5,2,3,4,5,4,10,6,8,5,11,12,22,15,21,22,26,11,16,15,11,20,17,11,13,15,13,11,20,16,14,12,15,7,7,10,14,10,12,14,10,6,8,9,7,10,15,17,20,12,14,15,13,8,21,14,15,9,14,13,16,7,17,8,7,12,17,13,12,13,19,19,15,14,17,13,17,7,15,9,11,10,13,14,17,11,23,10,13,16,16,15,20,15,17,9,11,5,17,12,12,9,14,13,15,8,12,14,6,10,7,11,11,10,9,12,6,6,13,7,5,8,6,4,6,2,9,7,8,4,6,6,7,8,5,4,5,9,4,1,9,2,9,8,5,5,8,3,2,3,6,5,2,7,6,6,2,1,4,6,3,6,3,8,2,3,0,1,0,1,0,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,
10304,南投縣南投市,內興里,2585,7988,3991,3997,17,11,38,28,27,31,20,21,34,17,22,26,18,13,23,32,34,26,36,25,43,32,75,59,115,103,98,90,95,95,68,69,66,78,76,75,68,70,64,80,63,57,68,56,72,60,55,55,58,59,63,51,63,56,52,45,48,65,63,50,56,60,64,47,57,54,65,42,43,50,61,45,56,49,58,62,57,72,42,53,49,57,45,56,64,66,57,66,66,76,49,55,66,77,64,70,72,58,60,82,61,77,61,70,63,65,58,67,60,58,72,60,48,61,51,62,56,61,54,52,42,56,55,51,45,48,43,37,49,28,24,43,38,24,13,30,14,15,23,16,22,26,26,23,22,17,14,19,20,11,13,19,16,22,13,17,14,16,8,17,13,11,6,7,18,9,6,13,11,11,12,6,6,12,9,4,3,4,3,4,6,4,1,3,1,3,3,2,2,0,0,2,0,0,0,0,0,0,0,1,0,1,
