統計年月,區域別,村里,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女,
10304,新竹縣竹北市,中興里,2879,6965,3486,3479,75,69,88,77,86,94,96,74,93,85,74,80,83,97,62,44,52,58,46,37,35,25,18,29,28,24,31,30,36,27,34,33,40,34,44,31,27,24,29,26,30,43,26,34,22,26,35,21,37,24,24,13,22,21,25,25,22,24,26,41,41,43,42,72,60,78,76,88,94,116,101,134,110,118,129,146,112,132,97,118,122,90,103,89,78,87,89,81,93,50,83,47,61,60,34,31,43,43,42,32,35,47,42,34,34,32,32,27,28,31,25,30,28,31,22,25,28,26,13,20,15,26,12,20,32,17,16,22,14,17,19,17,12,6,5,10,9,4,4,12,9,6,7,6,4,9,8,4,3,8,8,5,7,5,6,8,6,5,5,7,3,8,7,7,7,3,7,4,3,2,3,1,3,0,1,3,0,3,2,0,2,2,0,1,2,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
10304,新竹縣竹北市,北崙里,1655,5224,2532,2692,19,15,32,30,37,29,26,32,41,40,48,38,35,53,56,41,44,45,50,50,40,41,56,53,51,47,65,50,52,64,50,51,68,55,59,37,41,43,51,47,39,36,42,42,35,40,36,31,24,31,27,31,25,22,19,20,22,18,21,27,29,30,30,40,42,40,39,43,37,47,43,57,25,53,42,67,30,51,33,51,45,38,47,46,41,62,39,72,48,71,60,60,46,48,44,57,45,50,45,37,51,47,56,47,34,27,25,19,22,34,32,21,16,23,28,23,19,21,13,19,19,25,15,20,16,18,8,10,11,10,14,13,6,9,14,8,9,9,13,5,7,12,7,8,7,10,5,9,7,9,13,10,10,4,3,3,2,6,7,6,4,3,1,4,3,1,2,2,3,1,2,4,0,1,3,2,1,1,0,2,1,0,1,4,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
10304,新竹縣竹北市,北興里,317,824,427,397,7,7,13,6,11,6,8,8,10,6,12,9,10,9,6,10,5,4,5,5,2,4,1,1,3,2,4,5,3,1,1,2,7,2,4,2,4,3,4,2,5,4,4,4,4,2,8,1,4,3,3,2,4,7,7,5,4,5,5,11,8,5,9,7,12,14,14,17,14,12,10,16,13,12,17,17,13,8,10,10,8,9,4,8,5,8,3,4,5,4,8,4,4,4,7,5,4,2,2,2,3,2,6,5,4,4,2,4,7,6,3,7,3,2,4,5,8,4,4,2,1,5,6,4,1,2,3,2,2,2,2,2,1,1,0,3,1,4,2,0,3,3,0,2,1,0,3,1,2,2,1,1,3,4,1,5,2,0,1,1,2,2,1,0,1,1,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10304,新竹縣竹北市,十興里,3535,9538,4580,4958,78,82,119,120,128,143,120,101,160,140,165,138,164,147,132,139,141,149,128,104,102,115,111,81,105,87,58,71,62,66,47,29,44,36,22,26,32,22,17,27,22,15,15,20,14,22,21,16,14,20,20,20,18,19,17,30,19,33,24,45,39,56,43,73,57,98,76,123,108,156,106,163,137,183,178,242,190,204,164,198,152,176,176,155,144,143,139,112,111,95,80,77,61,60,51,40,58,40,35,48,42,30,20,29,18,22,18,19,12,10,17,25,14,19,8,15,17,17,14,13,11,23,13,16,13,22,10,13,14,11,13,13,5,12,7,19,2,12,10,11,10,10,10,14,7,13,9,12,7,7,3,4,4,1,3,5,4,4,4,5,1,8,1,2,1,1,3,3,1,1,1,2,0,3,5,1,1,3,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10304,新竹縣竹北市,大眉里,704,2044,1038,1006,7,9,10,9,10,13,8,9,10,6,17,12,8,6,12,16,4,8,5,8,7,3,10,8,10,5,13,8,14,10,9,7,17,18,20,19,17,14,15,23,23,19,16,12,17,13,20,22,15,8,16,10,14,14,19,12,10,12,16,22,21,18,19,15,15,19,18,20,21,13,18,22,20,23,21,20,22,13,17,10,26,19,20,15,16,16,18,15,13,20,12,14,15,18,26,12,16,12,17,23,22,12,20,21,10,15,12,20,12,14,18,10,9,14,16,17,11,13,11,12,14,9,14,11,9,21,8,10,6,10,10,3,6,4,2,3,4,3,5,5,2,5,4,8,3,6,4,4,7,7,5,6,4,3,3,5,1,5,4,6,2,4,1,6,4,4,4,3,2,1,3,1,4,3,0,3,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,
10304,新竹縣竹北市,大義里,584,1882,999,883,9,11,8,7,7,7,10,5,6,8,7,5,11,7,9,6,8,3,8,11,4,7,6,9,5,11,12,15,10,15,14,12,12,15,13,11,19,10,9,14,12,15,18,8,17,13,15,18,21,20,15,16,10,12,12,15,21,14,20,20,20,12,19,12,19,22,18,17,15,11,17,10,17,6,23,12,9,12,15,12,16,12,12,16,15,15,13,14,19,4,16,14,15,13,15,12,17,15,23,22,11,18,16,11,24,5,15,10,13,12,20,15,13,11,10,9,14,15,14,10,13,8,2,9,11,8,9,8,6,8,14,7,10,5,6,7,10,5,7,7,5,5,8,8,5,10,4,7,3,11,8,7,4,4,8,2,6,3,3,6,4,3,3,4,2,1,2,4,4,7,2,2,1,2,4,0,2,1,0,0,1,2,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
10304,新竹縣竹北市,尚義里,587,1881,997,884,7,4,4,13,6,5,8,5,7,11,4,6,11,3,6,7,11,8,8,10,18,9,16,10,14,10,15,13,16,14,12,12,13,23,13,18,14,17,13,14,14,18,16,7,16,10,17,17,8,18,11,12,13,10,8,12,12,8,15,7,10,16,9,11,14,11,17,12,13,16,22,16,14,19,24,12,14,12,21,9,10,18,16,15,19,8,15,9,18,14,17,12,24,11,20,15,22,16,12,9,18,12,25,9,16,12,15,14,11,8,25,12,10,6,16,3,9,11,5,7,5,10,13,2,7,17,6,8,5,8,6,9,8,6,8,12,9,4,2,5,10,7,5,9,5,6,8,10,7,10,9,5,1,6,6,4,2,12,6,7,6,3,5,4,3,5,5,4,3,4,2,6,3,2,4,1,3,1,2,2,2,2,0,1,0,1,2,0,1,1,0,1,0,0,0,1,0,2,0,0,1,0,
10304,新竹縣竹北市,崇義里,733,2337,1239,1098,13,6,18,11,8,13,12,8,12,4,13,7,7,12,10,16,13,8,9,7,12,10,18,12,19,13,16,16,15,22,14,16,17,15,19,21,18,17,22,20,21,17,17,15,20,17,17,23,15,12,18,15,15,19,10,11,13,13,17,17,21,15,21,22,21,18,26,16,15,14,21,19,18,27,24,18,23,23,21,15,17,14,26,13,18,9,22,18,27,12,22,16,22,23,19,15,27,16,20,16,15,17,11,12,19,14,26,10,18,8,15,17,14,7,21,18,21,15,12,13,10,9,16,8,13,14,10,14,11,5,12,7,6,5,5,7,5,7,6,8,8,19,15,6,10,8,4,8,7,6,5,7,4,11,3,6,7,4,7,6,4,8,4,7,2,4,2,3,3,7,0,5,2,3,2,4,2,0,0,1,2,2,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
10304,新竹縣竹北市,文化里,1518,4478,2166,2312,24,17,26,24,20,21,25,21,29,30,33,32,43,36,46,29,42,41,44,48,64,55,67,47,44,45,69,50,44,43,36,38,48,48,46,32,36,36,30,26,42,37,27,28,27,33,31,28,25,24,22,20,15,17,10,18,13,14,23,18,18,24,22,22,26,34,22,27,21,32,29,40,27,50,35,62,42,44,34,59,47,59,47,53,51,79,43,55,55,72,35,63,56,48,50,42,38,30,41,33,39,37,26,28,30,29,29,33,17,16,17,27,15,24,18,14,14,12,13,12,13,17,7,16,16,17,14,8,9,5,5,8,5,5,6,8,5,5,5,6,8,9,5,11,8,6,3,6,8,9,4,10,7,3,1,8,7,3,2,3,1,4,3,5,2,3,4,5,1,3,1,2,1,2,2,3,0,1,1,2,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
10304,新竹縣竹北市,斗崙里,4956,13665,6636,7029,102,94,131,125,124,127,142,100,159,136,160,139,164,147,143,127,124,134,101,125,120,127,111,132,124,110,113,144,126,107,101,89,104,91,92,99,84,84,72,80,75,87,83,60,61,69,65,62,59,56,65,70,56,44,62,43,53,58,85,79,81,118,97,126,111,157,124,154,133,188,159,192,143,206,147,211,152,162,156,186,148,164,154,174,139,124,151,155,134,152,128,142,114,139,109,116,110,119,101,91,83,97,71,81,66,78,68,49,44,54,68,58,54,37,40,39,47,39,38,37,27,35,29,34,38,32,36,31,30,28,18,25,13,18,13,18,16,12,17,11,14,20,13,13,16,18,24,16,11,14,7,15,12,9,7,12,4,15,8,11,9,8,7,6,7,4,4,5,5,3,7,5,4,1,4,2,2,5,0,6,2,3,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,
